p,q,g
100872227440212574555528734206329260205793761240875204786032265024218264558681472765064051475731810103191734675887647058398571619413628676886735505482863697609203227727647196698239653623417351972295336662378389727163072312947781810149154992725697083164065152454246507183548640913142701638193450888459032853099,205019592479526666215286105427334402178415842683,59034557873012765803268126341926791363824093719385890100781671577829075870984092127644429965909771091409545988275180485414076439510362263278238823253150054875102893572364191952197114168794954834882333436002573853000869186000217767891062875314668698342860209173854727028252744147840028186417564290906526542513
165388468002453185222362099024295691980562064454888401807975595430127418239559079327231658315465589699180829485455198492908953864998309552987375494765976056208968409156882235205151870002315293225050881034519149269281906028915063716812035688564881703163436602720092931249025394976954387234902606596412229183889,672293596981855870650483292623658377145191048811,75766731509694599081915798196937772251174864709522948184110107379262782787725536438414546797686493378199306068698484933997233969937447597787854261204839472317418075289590668241840515577907255798683740815762084443053629639173016322423320754224638732282379446909237862553873100492156181260867935428254861389508
98066031160358157389253112605288181345157171925703057028997675493704188909792642493331632975900555664706042353746704688259750845473075449749322037122326629233696707178894163695678298743417116626752760358044878343626934567326575483257314271632820055476539282284604923435472119305471963235322614453506323095847,797264351339828942884147682571672869646217187923,46065339969826734453706382737947670937889900365797335820651420444298569864712745307739836584037345377568332154773286183055414803390985265272805156783924225016017543881256644835189907271259043786385891297896272726520364064017814107580774630755554427795847595933108426110892316952952136154571773773352158819088
139066155651460213414665757602006438931065928220499943875310409938479808821520147953099499939770173975771358601160348335067052203803534579438294459113592506267572672796714625668672480862733846041327487705296965405879016250822560208093266450649623190457233625988005398658521105591623785820568897008412360131829,1130590144894165865840801920088099308511961667027,72450405074068314161923041576543880756629732598217086995030686655740901562053879439110324403274731173675498941788172624956993008891918998993757482314280191222472063425374114634923788624181820026553337363919837230712680387308958976090945720149950370080153542732162943435115936062530987905332971205531784216087
115952284058382728300876501310180047261040982643862744019404537989805814962117174214014936226728811261768933612353887722439393989722506772009621460750653188029268728359308609281480847518371083844873079908643881058033405330874583099138833405847372132818251117840765613960843623341663872549110127346754838601101,471338655405622042206556187165281087822086194227,82399245940540983636637801225026496069154904165589773274810605429835414685286968951859321389773301197730683366699405745752795088526771224156188367075389986086463281063557128096773811198974697289061411138517858893020310171332563430518142260600524488624529833292382349621885345298090014369802628886707718630762
104348478644693231334956549743446222458647452471190522789325021439210196079445549071321825862335893192085308254008348626084338894408912609092757088586593693045987367063316405235657160700555392687897125359080159786799547577933095963382814971857672765479726620760038484194056559974145402484213576013296466782313,848339849747983853025413308902990573480762502483,20288973993089141675475118730063242712514801510905119874999065775400166257101035989862912550518980389543803807627469035045665099748945665709109505912982834455440482821451122318979026405488648157003883442847117841016611988198498007411049408316394521285375314006449709535708769913145602714432252712353527928721
157335904865950439046690318576372708521384635184377170775170538315713404245841160058227093738292965395918000943264281811183148460675556228624387799506149657010126060945082874647698041878704606518517510963560183838805540462340039512680844261224249255348216785557562856804787753386322508868522431358737949825203,4996565939868950133108847692614206378582753433,12938115648737391095822796467869937718993857744586890456317364014595460281562686757489439031089061138475981213134610960438572140750221342912587741849262853111568350996205404290406664387615164558984037156748759219442182760809800290480822371096685175255353612836699926960599993631503135804129225547983685016380
176052362493002116919358888567357342684944818315200378773593913283714092134818828687686706351431036606705407091410170610883342244544234715685155112426385043726668214050006956977761537940095689533545154800263130670511354478102587696554113386802588725763211553443091879579713669222939624438116105753356651563359,178910412356891718345330411884633013095008151327,28508143767586583757432451153325093464921979079705246991334111392301726829394003880935354282952265049385143380847384581009173209903607305819272029887097895394394173155820046379168550224438600317150898816002823181852386943602596816789920423721000093394660848315635895400810126673872040500504745805472674579113
96775877655008885662211380060320350254565245693153872398575609945941563304548603751780130766836572970083866697042448739488351264688957160793417770569700132697549125098004322724392872016631049434285882287293839356956405558585525215740427388951165670853744349178206325210201193519402436301016679644989945922071,786775567554043510082030198148233968145957729111,53644446963118055484863398715520856009368648095415614817303795822645537750410763849464098074838518694224978196629511561780055799824533209186614936459177534548221274389859573523074045588493239052265267224588080594674415131293107199209152412440834292592254865116432906413846397188387757985535689723219185284369
160294798906211133062334807018846716298456237123133839855698677875648343174519987204792788624940480862677293394036658928572571811892692124297982399793256300780944951646611030894990868145583186599243839471115851491435745594902379504762319045082876637331349766197336291354370005848607947444350844831970172508607,325794078135307088903212985311478286527452489847,56342056369503763479662034253348069844432357014252947464572865968917207783340013546478991075467573141104879708740623943665500245266563808195347784262733377253525325448111091034063652066238417973586663418070576221118737625985474118916296162076183015867482168534005689424768247590931753212175979856254227816358
105190967710320198438739242487867486104585366775368349555883853437392132860807750133576192288483830163561822181703586379807285792273848771334040693229094732784410310866233435564222779417899578493428006660519660674085301796684645682246181410982281037616414700458149620921609966490132676707566595976989772643039,855189178618239005369368095823977122499059829071,81245028622915686654171361502533198069654334600815868903581195896893924589351366362718783262514609256203025925384206238324474556317915569865000642631980392309271556387406653281288659959711356866292910356974035393901017681481945636467960895496030998731930607987695178810650632739869221995231928222308482263974
127379551710905884559946669906638056521762462682938578850427649979920475456375477668790499804213188082570509347242665530696686872578340641831743286160379424489481244413318655078646680567039037685113039533999430211449448748317529362275022659057047059794494629645297440405178810098591957929870712165817959668403,517789771173108611064799617364634638641841489573,1768340379147417902790655986794975508435566080632706752981667711618646958902944435556453869575876985284565362679599923246231367875263905201216509638222710380097577049662012352035572454799418758857990624391552242996133883464022802185367382425930392156758395579874961141471201930932466781487568292094595225710
122479964523503574866466055181953810750054592074244084534395055032473285344394218828872363777905057099216771777290433574883525963930726981084096817141040832997177015585368753190161809390194418344256507980247461430730740233479378526581215001884669927797517837730750379202598810308897217033464428560707322898049,497873261069779918051063760834281834797120973609,76528802528610455909713750251026664105688500505424013906879042354553155940024090964057949210180323194702811342039838700953119863468718243583243129107440986036289755640220841803405090313171207737359506570397484929554315334719133267477942457699736225222811593160814985922310127486389567382368825912414001578265
97569616207884610909680983526341447200462525116481727936114857807524846796552482465296831508084199065706597492249532091879767571283026308385949345925592174819265411025870474744914543474783267045588191432563710648342651820641252639970355419175589788772597900395172736024293534800265591907679720030417678295067,793228560960670617016709714713451943945621400933,51324608708754799094296368678687023039662268037405623864208453726265013595211504629864561663799459934972624103607894081994608109823260294029767978892565960456987323451740966422099889279044713561053546645071143275181329497859739436760647543549245309171399893161532045192691038453354651340125219375664542311757
132971025544407970490280966276646666637849525324405195721871543740552188231951828370686858069436627582300158341012480813200063241683527762674208556588289928708342599884753043454938262093111119956505981062611797088430612753485775011755356935926911624145873420899840089983436909185529651841794816086382316862927,1081037512921279149927266229281774126680693886069,27681541739557777946832788574122075106459385483334592249559693040521221395289617451691600474253576226942215334552143710811863915613422779114633085372953251568029507481376708136050414705444523834343495105265523341131164879092963883318699922003369870456273334769831934951948544879200432368547589558757862387806
103228680607466968523528469388756223773640575582305142493046599350186655320410833244219874383096740424001842001364757145900472464648320584507557326111082848905812586111658348146847746281124501520180081598938836553014785374991757244982874874692161149807807502007181394842227331832185581937573122183156477072983,839236034234934905802712299823913883127972847101,10858210068126380753575341489596403006760904241146758398617738207588596774331305196878384168784676470251180382565909405528757149611009984991320597391739557156734012411694758796476945279919105686810831229998713644155315736897872387063013943751220218096992638812846791437549702385230413382571835971782346198456
141908426529847559967249965432002336508797060821242543723716203780721294727145010146240231044657158659040256176063300725534056455646871396189683929788904570879719610428485626184030688897387570500771141353821167011317108171008166218848181860427675730058320357233792449626920405207012521166675988587628247306543,1153697445366886430597885017604229402521235396421,122372923380640096265715575462923757329876621068668922734452959711718704856823639604717570557979474060338098797214659617246720822501107638876938401005020490585478642503259372251266728278720087249163989206072186837060559906637021017425536580014983170712399307741503870858534115709456262766976723793695517521698
116070175207792454407496523543962707208313216357695322948467838703314000931684399056479648212883767164166192369234075380047775359256430246384207632998940873224033585349585862619656504232217501597315516868593148328310940611956433958512500276684118749810053232970936889317719432419290414156925783001319911322539,943635750850580013726754936927146130030168714507,60417461625725613269676601293419264678895187034684793615005413563010357509259805714858267925153127515889145770612257863226701650607415955392749105660458009374542254217169440558958356662475125284488187544339063307384582599463736658345356434384919811622794378856160577682461987786498560779145240576360689901682
150577869918980675244627246904099329522591679180523105617944920457628229413690442294905105974822155920940887184868090095128286306649810866938252145615024110732304476151173744512561023437769026243932019764218590621451046358226384828130049012803455815976194778284532125514308132365107172035246785930054523552897,306044729165143314498732582668549094379847421749,107745406835734223667254643272398372726852063015887045790858275670216534018007785061149115470149016551309904664515668059972328960052871241689653094368700729309710166463290880498287150717028234703093308874790664831412229373998042804387222209465762214551671458283124004869816610058918789990443153591854635017082
115646131970257010300784633808006537671935979501858220136058524772939724366837601533308735079526165695749804265948852532460609570369664028361133593871328029206721197844850394545156269750104408020196822697394179993235791039662689898316038149929294679676470397711218022887599113406601664380012541640499904521357,940188333302286300029016781459189232218575591989,63511825476377460713645975253374754244667351701761598288558479976673643575844952747953822991222389740528566295909315692390195561394271445167462864794093275958175796464446453106640980903926552551078216785469920993404980473224889846575409635586854586073978663139680764139517331118364887466589216828070801440074
121008626302469287290685276710257870663595077479922892391853680639234605259583441764025288868257868457427447402549566071275366792756904652455530279602891351436283735277541375712074961252522144485206564075982889185561150027837269048482258854742266088784981693059434311125913123421267199059516587268478583820773,491892364838360966535028570376468223630066120911,29831063749285083471520521728455898693554397107458887167834597381917109572179221937396372494946943327127677913978061095788883074436574771822508681738522555531459181782194702889747339729158586754214267481450652832698509082858885094194538922856291730689530534761930661475422172595896784400979548192806108571929
167179425968168099807144431734873727375805128032138355856494535801527379194944826958981930083888409717463367647632012197727021518524259348182085869939718187076317346207798773728650015958262766098733317538295496097853859265707658064847282700438719188493762103567149157393895730065240997911587855730900745937151,1359147454269114990118219271147632511137321698797,130382493603549432351282594960689536457394882420426076762574423841672459942717898508225186487503958964959173901662783919440339737091802840591284491280318498776171380076880167696656205098646530399467121938749775518043327754259428119915927853746071726147367103068678493309352450492197486154237118994160996204255
144613067919879087124048155832725238156921106472974279077213869666592475057794906210809673111074932293897734141305344331736214607967491119489334525831979594729380592815998263600448897540201969869155692365437914977211389990262924538903349613448438720790797390683077762262156657869913136365715814217615742630279,1175685835616965186698458338106679459774689282591,89249337143651789549529342559844001265857102332291237843014209294954726877193488659814814232062200610179357795068184634186093341768498266452028460762322719259105104854037698811441363820027771933867614785926315562692322602912734990804024865107499737065690199805826876534563456580887229056743620858176174740890
167321792163917757928293253885593896629006849240012054032082841342680293297315902433541973086544081925157496100238770598578406982822732656737047610120028901415128057310640054572829912204794337334305686853585879072582741053493519502171633619499501704960023804205974416270193128962478835344689162856972164551483,85019054582498335784213059522178268830070906523,101294230383685029514232683395288977782362949784836742804413255809874319727471912629614109221197378130299593641995944276658981323488097581586112155155702705792429355260317229115912667025256346692625417578350069648864116479961668709547323207098957535067488845739965071444557266719598758860930396521508492174999
152592992673958283460847334427615963284463796811288721840877252276373844676915192195207125499075932949375192875100875208508458861545656608114216671443508652626370087922812517871379994984793169968981325569873956852666527623556398374208604577249780138745707782932307229061913328628527790411696249999095846408887,620280804085323118880546821136805159823755964183,60274303481835637632644940924063308090905021895089807398263522712079204991521657480308498978286167528481266938336556219236859375056241613881615941542198645402878824039437359913368042392498919603459108385504924879732444266512677147113607043046772078247122702789357817121673276879455928762330579664634235444919
154087989544677831741868210345885250575224280461956939346417424165864153607503172948885580785701733542120232677670842096484882198903555856900497212686016405892742065732278477675593092652627966570963920156165101463368732645710016725639323304416908792235013416912809022019784590391586942020534244631801068359171,626357871222058163213674645674070963389148289221,130064415320267041872404354274560325764147496899928510718361057454702896283041830094768362046790127571511098288369480181667530989522434205641692847971911053526104650456394252704826926672418890649764211875096961575794073241568178278388122399090671985741232456481359150217027834638442686225038232722748043740796
174424267234458478518610271601638668430260883038937716878831085993126811244392754578562837413805426693251141268729560419803103429588251562034552766574767142982621244718851468238604745427452547641632362899839228405354477517094197655063564884640308946272121931126726397796884690640984588901424388227391822906543,354511772907404857027659811242412050884874035659,50874867643810459395583204864436119379667929113835857677683542053960782872854182173041847622168064289200513358128260813463725419020511781880875659227536474853795776292425466984698099887384698183238465646435030531730603120994651935815431853277161999162823238764745337216270973882224046670445853201434773287906
121883088053436943749770189669986221883033294155465603075121037563377419636821335399724956071637932376211662059794242591669336946559906650776820679854891481618505400930483640582781627138614806878095582947296758794300734742879652279754969318417783033219626979909672582847868111335984865299341975415191587631689,495446996204632389251629558448882470887297072323,46558653938218685334055052657719492746207198317292222370667164287729357992731591590054666858917992926709755160340626273101025022055609340370284684422695303830714009562775948095234523657036581220669175241635093466314674827942372061724013288318614562890926601041720791286615482231151383416838729229055491296227
152673576894358247942484274191137728616116879355033273666698377224082814946232821292880503215608000164396310928424646939977490467920139480845590111008747424339273183735345214827026307305828439882737048099887172056180494160739833650017912916224496915433651393491433089386395332887890465106152291482876996363043,1241216747625615579157964350200982912490072773897,141517161141736639738804123290232955112306792533754937053968427318323948918174986690114899195133297614595890237255660969553201853971386836362428260857818708788314644426126967474584940518963866157256963553779644630739842784422036347983035128824506590489208120123884522043427602887490124834602671263577683416900
139529538919105773944557212730220731657776685786546763817406097676257748485959392789203998055190764701902531006109429839573514588822290277719039749998632565808197337738729203888510871214090162194898869867132079602527104704145803279412667572720888713153476328018151517706462953204473529024897282307020237202683,283589347969998961448478854073706488674195285269,33044513647255755840298161319445132871032271737150071482335651424985209337192215919122415420656221231482116821222320366733037463350971609285006323025401332462966757508841686940241568307257458481866144328011050984275415324895653590276262222129130315023981303892308530527708091769431643572034687088538660865255
90543041022379432185866889697413887290093632856990122587429812791620648211383952794889945862387282817342605566672722272099082382465718277620988815232562448204042550189481589970674385407388564932780320106532768095704682224528641973778023216187799568794304043878083475111537681449179688636271101983644986982779,736103399055710490343237037944710953319527709427,86994853889676743933927484627793028383519729316881167696569499072246102045409965015849030490231487219680081593646217336166468145935845175775142930607312690312553160279428456225584703233780437252646331945674163230268637038831334318653291758215082929525065887124295233651613737493484124423491141393913462260248
129940070015220824394730993247723284476118326708133513795253726852101469083551333832056529445200430004583860443805780707417075441920376533576494772093924068549400422080711615218965007882449833992392196491009157266753255838473528185921529773681531820993843445630403629872981141219814811990804015833493665775707,528198115126813046802567944604964096136540760527,127867772521411209082107592013587230814013908990945608575155407959046813014021478404823157824760410039228624806209264992667932751901045185451814941131446127125586638963181287467575053837760256739919126592275026376401688702399530193837842994213216491821118775993244795655367005350828518678940318143673767311292
169132832523536053518397047593935742592292124186702840684261179897088188654012536240230199058864255666021126388746094856756204307909178946822689223593649058698758104982020725522942167541626533368145866758567486362800693867515262676650503186604823212877290607354762621022737650131970303644372248576265872982243,85939275058230838162008039386647411076252340527,86792836038328331840321574387015038426657609316994571692147918915839381907212670033726303913453423830671741416642181657803209223113587247091572059866158153471150770510576122909594554206079443731514492459120507734145070408988623820962302240633788234786124127069925137077654602729402822853334850517286707663237
119795411794380096479050576274796128421453158944753477124519914891585516136248477299150351552309085381399891098888163593750188303912985988492718322474472291989549994578495553734966439883926727686143253136398944673561998565670063097460976389120738021676496043294559240493389287806486713016981310617306601797803,973921450145748144246823638075820275515143994809,66706173882585338342437826893716126458964916905917067587510920793148444771519717557482806056851135985992188760143124018495700556534338798065359395049657242589473012736089419856074589194591285378524037039834358412942744672855894463366647844165382754701805700351660120706314617998942368875080160775272292006825
125701404636374017143925812364517506791238430646031927115655421037150752135269483416146625079431393810650630698143071494817896732192924058908977464863401437390112484377203314169813352779880543776949010037295368315172643431046469424975114214598711139615458148412976094027807288033442995635394878303203751840001,510968210113695005722790256193144368553775038403,18881491736887819237080531796152002884484364723386529588419792694201901662626764549099814649970486166464907856250409369279292685815114163610402816843317321844397927051573149363525976037270979141150885651072818624665963874566093830825849847326929582398536253501433438269550039801661571580703100729817106371981
141503175377451967676903164213753194132046698782034546818894543208891320616148222412146724167071784593620823847689338780307655139147662337987240835236043382421367379123881322636127302987155902042011488961917115154546590104473954891387312960856607073463128045903156523698646938308163362986911793662816489716379,575201402539447239732732761323444530115668558551,16506099364103169398225931965594561307076799819768691779499354519682723418116949914825051688155261076952552320715677838071171998971716863843621462030999471669251564455841312200160043317906127153776225685263884117157118266205374513638612995754485704276399658482750427731777251522932472705315591955752520905453
169029554918250555782524772006236486900775628740042982292914255890102655117379660778002157546838745397085845907751576391339123621063160201115092455764250371585178633492320199337967354884064863365206288764777972152022379832761719975833566352367302182822205138606864777746687776618839466113081611488456839518099,171773595893256661640105112948197331196028154901,111049057181670591992127807545322834753243267657626874404983525711770447212408571868164738966715592259610703579422703686709657720251926832508911168465502626063389271737633396537569500265549997203547290189854712096738480023913274571856978521411957137531777940263945661399554225439076459624641887544862997643792
176115716125053937895953356507810575651366573632822113638990853938613634074658999228906555412670947762919935820102147094092879046336738650728961371833088698198704078610811438696031477100952647498341741674269344130202515516965742810306622570364801694803964179974470685863863205240179414745867725889765347433901,1431798355819968223047805262093621982720502043713,29808955134943955552495247497941037836761576531716758598176996726659378098088759022189040166698156244943368210951369094870879714347596897521865634148709119230718168212992703250703318285150171206500347243097596225513059199944165928095723440384250394972396206876653647590479012904984838566885589603828002305162
145385372287223435966824535404963241094144181459325704166938175133481211647508871935479699569399688499555824604092812316594029482749472757299275644189978792158090348618351000211127559760379476922832508228005552640262948111390449732856524882099635465243779105213914254235996987527006504145861662661593527696663,590982285911699000066027959009563494868024805513,50029792839877677260752724919219749720023923394670178699453760183505258776096074123664859896787833632376147299274173455226768478086505798075791359620329370530090815080067191603102007608675746871698702642384095326777707865848089614473411561942127128007954526729616855355986168128870595954326393464367041299226
162405222068392416822178847053525777098398571299472652671741349296813480878926674671516397879804121303822738619581946221098829438695042387705342067898726810883748941386519217427638529629940615175888277037066931321564485380516135840372059093713367714335258647682196660001456656322198138267198553586041268893099,1320333784231886166242600221459242594892171766549,51448359342223455846086676026983045132790602380498153435805919677462117659073116443589115884659008702770424565829434168203024843855088052391538121402439779644611077219944254152197595293570420001375107052648429083920733013873119878891782170421254261920576187289011465356939686872049828866985131242430691531840
104273759146800059686026157854733324217796914443795794388703356747889189472586983676343016388091748931188326372788107031868472859643039100894015620836360236055450984908112142693455349739562215682722962404969120171866392051360865113548170927935295860660020448765948159942244700470808217716952305549766979808027,211933097435130979951089288566537296824499514123,13830962722218267990399578600110396034223396631770780724329430526485254537206937007407614784800400475399165482401234443464224350089784347533875187050799449216860281168873408187695732698273408442026417629834704168401178454491065671011200507829551462269263974394737447152359461231042628643438624073406737042375
174490373478759780990072665411522609860512034609537581976158819517474782819247607719202899454423629324743449789193242446268006745055128505509440048138581923480469875144094186120062655206207665239018196627634243113621555325657404446331075604011828507065462743744512042746998112729587410721311085044587307211769,709292263490842753649381266868625842308259417521,59877929225979070963303015584116153199849170680868990424158057595356174697318125297235391483811678875495918036418873006151183366926017124367756641123895820995998872919151940684482147132037265002404156611450782356063840060249023568033358725537283522253816364659540905446584631279200260443622433011449521838756
