p,q,g
20137462686775882286436554315082859451106562618553586534115939251231082699241115095221281337422509596627985401852210806318193487487452150092554443087790345561956898244545867065317325009940843002529474420096504732623029368894585488341586105932988981389397146673505686216223599614500334926504552583298804530006122201627399133964294892992211903355526572567484149866090147308744554835656402395518503036792205062657036740010413650398167831717377280165715597710364243253240604068428620511852883841545359237282880585297944068685440133233801652904037618020250145638339459481759266160664439569365516502068120379140877491319669,72152688627622163067450857626918282725936882290468187545859028825677369840763,3723307973383826608632398003487146886294690758632284294186020999832865034069023805658452299442777274279423734775501211851788194223883094277542892281859454388541973148064014823788949481937658526304149383839621875242480630262894647291655033700523181461453238685085104013699085907701408519388409725912655825290998204529056954963153483493424409328454193792454038909813976939491499755155434335066101571620527536475303834351248078096475258484098076463356302941448485578163365290768495194859176197000540785761954820995667687581541835822936695176103640513317552587037058915515762309006410658415273283504547531616399691137008
20342588563696610981657322880049330665828469748439646455984638730696744011742404847816561251976897260473995860573871763577981665303417599917677689041738553054350203507900204793562379009767157834554620547511800472629608148925112912957073978937650680108322896872483372425442300049731214653779512665885678304575196929526940219309883893732513707418771272599496313222941963439971484474254733331373062968820448629768856517441501595049838326670626232696111506363478530219808637894827251949806919308740866361392152375385217006604304049824016231664288122131069328632045085008546778459185241855434601447101200518699156445544283,72887656272609959047625945314456124907988141436696913755262428193010859351383,3517543553435441146562355280758084863496132391959199083603151536962955328293380997826670360560320121588597619480694012345833777586066492360619238273193394000189081481176303205352207438841230796168923247817787910398110894115120024663206980191191233866394186913146702808968643364027708104390409009611934120354326206374302372009518587718429128484013504280264628836064460014720138716101054367383408445774517641120346276559801169574543500460297677372952069512914309111578627183136796215278094423806751298649055640633843214422702794151163398889787866894560718658578796991039092542627322441374542921901718730866101037366661
18637193385185648220398343218403463416964118008510353709171373682095110383140414629196434172508522588004925134917592685025066147980877798683739010310950352658092429373280958395237130204494367721191788104931119977770025809451190860644895456872843547476607097388552066243034332797848390765743891766054208197980521455301097552201298023836313492128231555680046369790389227854331511343296805680390831233043665075856492419173759117797792400355450778387079261777671325387662630178313428528534891761868184425303549584571161533965847624318141096053433862177523787520177462682079786311730251836826263273776108415410970264161039,66777211813142140972969321932583378625572920074055699841093352845199558323903,5234822416085293511280458067176646036775680930699308548880721236071464833709820612109647342234481449156140323337613349933169460008398304548621525483910565046106960714166599068278738744657415714055238119858591565181138291207699509659991337349329646602714069616757568333424070031286961485734598054435785165235796893596640269925753034952094851846035144892467338203743228116592293587933486099383280870090770770742816644554634414428089896101729207073512909543946719703306507083977393176787729076751039794327134257401337884440048503108993978039000961684115832192520777890731387940110066483984675068877959219932832361333176
22305527022789289765147064114051122049226395498765012111091629536246311927812034623188667343125329651953090712711994486854967611896763676103829152325358973284208289213075722477465106801524858156445400218478946648866212254917206575678955879967859458490636052301881902659439520755415601937333738826103701225366052189877951838268679283904003905162616998559637906208052476797245979995192567743179537216841823843199233947708112060972759739663313355585062806872242196703416539046733825039238322910620344967220007747063316385665352514030563226510984890968370269729513704462183907160465515766016526448775317846570257553963757,79920880350393436711069027697219714833220394138661484926993433687691436368703,11108633439794406775956870636728748776298808363827062284197804057201674852321533663486083970049819975330753784002417968443967018046373876277056611721615562183976241651364032148649851405541168293515141713815557036541718820108868751125010087329402448183415930298845166615121055170106163802771257376525399116406096807168962220251985616441308105448688902640227011155891930708964550460342256592283738283287584879400522755376055208648699419916087936010939532029733833862430473002839829781921770192359619818400950809099111304204274675183560170913148199312238961258282298026362752501702513956673665371310538230215997085467463
21856725943082704284535989564068305903937856869918471368461655078195899864019684239198911732861216791966498516999167349341872748268147769684280181298868233957365374977804947390435098911663867948752366910092170363969881066410924036466594473632461546937101479388445794252385894062470341419045575327517014017416112673554628809260926563562521503507777064168519648011077945158522773162931464936903785706083068910818297748392607042442673548639178860603944997110893939158519929587129476777891772707356360832523359628274078571736422547978318230422076029462275891579060442310752369040981258260238393618566516497617996884479689,78312822519896497084160395463058030446701782812087128400556191992004382619543,11697585980783728944522894979424945222476450161422923387630879362645361045968384159366492645302951684601854969013341575681482953656790103361585149962068161111235427142985377893523838306505384929267593753494291761705222109327705485015485831622501964378507508085755233316764741842422522537032822187002583198311745873992032779037442409154707611001344381908662967217914140780769817205672930306139566300101779254517950802766467624768416516044501766693787136775517749915919800706714530216122325989454620760309852516324712296203398356473002616935395029401967549964173261976261150071389088929514802587999711009028775030723176
23635594469067110486918678474334125978596655616136231850334408153324025701471434192965019844465550923193769095808092287972824284300003727142775924030913723675913022921989405440826478528622785668038288447205129874946948606788721607848606698321741674847033731719454337846149312063709506910850818383431898615480691442136571453179677262262920167916431816851380499998747514166726557255992026839947121036419012274481843304955896895152901147948315541863905193692048905343024001537800050607329319026894476893102773462773839023443351880111488942096990201624617719808123157772840501003199423675833334847297250057455442038655599,84686522566482635533654524367148795186056175558626413481598060825499168922063,8061907279016436606372209237080258944815874091866045953765773428200882316511468858062814884810964418622308430819865113722212397303878215085692618459140818887764658693477801212140888368787200962569312076685177846543799572973992260395024230271770648667501590241700544741766968464073420621676943280827750020303484907977367865486292079586701413329012882088616603957938550764030944276295316581066527391980126673802474308766783666291717345359730740608340662957921368289458087246508070848789893736852084350177825361501948453282428995146629280659512297834919875617067904717236774168638354822093620329301899374303988252005760
21725678017919506440012602237341420967715148126414199539737862469128175506714156376385063519709712196534931952729602336301470114089679825083770741593709377591809696126011422735184463455495652554730742159042924084206133287302587935784244153549792384362182188779369069143682224627382039581963687127409967498775294021591780867928450409351732008880074737086828433243653798729803186551518554023713253109564160611520431925290217308902693733953809792517112295580118966100037236561205602087622272912243101279146764452022179635436411647841066411849122583427951828704179705855933128979237802021254748768062590701884970249634721,77843276763975346513249515313602135504748330072921069823150865699304829824543,7993579945131752125394160066388426357301522204307636109988720598956480273053762632031109560345402803107092953520588521508223711019500785093711901481253003225714578125376143508960396653403433615683450222140660711019867850268853231240103479052957066687847370188772909872557319114919884581866352470413452164915628992015124000051633040520318887632874240355913665060290596240561552782378069453513414397958100148966129927939133294054779690067648450526501950629565883342418340648715627557895450218367896355012747642152523829709287608667151165456823702165233370226729292298501298682308823224405390936089085756654800041089378
21600484444884922524945113678813272042755299078742701132106448775054500338773635745040046532836411619962983415174311057286063913990026425624455345918952102165539513068490149773262769437242662166181404197833858073492299666492479447121971162799126837372023924006813184228577846690239848355905530865395621994318743823964684570966954267256681634913555227039189025060142597420260557168038149615496696455677938138846381901965836345590460041712386045991209616459348325770092175845622801014174746560780435193613343813182338829403946084030065740742790406581617956559661217100819559384786637988063180754169929407955033732314339,77394707198194065424425691055243642149333751052579676302595072401619171021963,6701312435974623836655194334030757006637534640924730047631109888231073817361741115104640462596257300225174256518999751709808693677271989728115909115402116312205336036899591584072669871068544475315017548587492721207941370162233445353034406050040369343418665406689232314485296480073538346362299633036119344839154412041322383430094377459976601632867631241999686015712769003827018499104151495970614551580543304883570950776675210331511419582667684114481123585401700938777420506284075280334523252212434786623041486062362355578923191192158710722700348044473621618877399769049551508070844132502160211172356149962693956172993
22013728173763453536278538598155865769696449435104556728853554501667576965540532723615087258871318884165138788158897195598139987234989168760246146403310472574908830220906580117193351893344886710848714582755130222204616569187473794693517976295909835469989659675333840833101460258677504507290341294069737707275831018271203010826246263189508811794902763888731034920225326979752935148140512305767994389690959235735319780537881270265385693749401988093401991916807072470359888434520094888103393163955221217527003288867147873251141457889416974498810781819179651987838344677401414453437816144753222608956984425631744698885493,78875362758473291881999347566798175886606916029592224925314000108120680450343,10116796219325548619934998289828177436905327246181653692942411052132936690274021740324439618504543165380862823088794062602364814939408024833212675355690539543048412662598149661694752351293108446258576780605693534302657167330593370089053944693255134252004059685569422631083411082003745655081670193240890323331613708581535909882891127821546011302887727164611555264242034789536912607841233389311954294167209717860419303035689323860429765820011018829043357193015779154460144373651682327243337417884133112446911445214831715763790556906267800926588570443917891270483348702544357028384453948965340376238694517032715884977016
23318888417042826213325677215690252718011477847655261594914295524700605615596331374306807150015104412498600040857627661354667750588876908544143154101778869690966177615754561865802744199017394665183430586496633977224228824065266428540351378529460548924092556058355271579647655846537448352790954920892072441966609794142627879890699236811629880070340651607031090111589177268297850492902901377100607615499075379050978188656299222378196236311452425282643720777606568131568856235142330664522025311182748143203621862749136238143555169853405494015089933366511589367199583503689607234907362697941005574816003160314260909710559,83551762268543119409782232039467746883990738558457996360239641104597846688763,19692237421706385646670183790500186350596397205686226533568853506847567908467872988696052046380019278438958249232724576707040624303062567031403226603305563475393390755817905561415451270263255228146482312220886436833226445698590558208057976968429777860382678015993177298536486850836268470602696263898423497394784388771371563617526521394007065269366662267806849093917919594975323310187064929198341304218915048065697886565584322344865861683044456086696518074134617417926551380455593239006381175434651599155379008394765783680140027275554488397679709745807835014553902325879415985240673362950727828855175307783371888681849
21767334868776469766463751919012820208528336987061927021788592313488239397151679344398050912301975625787177720380919817220254900278976296944820924062224366099613979210665603757577259537205961670373793391089319232518337941963352735109728150793684302507435640376209610492479083126812644981225722172829491480966573128870250692473506254969376502085667838052784702578092338251217219598014673769622106431727158567904418422980429551310689763447392638333392738482472050264983891419970390727081613891104245728435536266873813216020808873290941302290172472819453955030834273821947469392304361772880938117415391955710920412891293,77992533591205301368244201011298945046980687974543549363241612670283273394983,752030357865338742111362696162546784347041197490148856594914776176938313251915872474269357602124099959502961488096227155120151781952660958766231993518944994521284754815901372262610665165631955041381352231309894064532182230936106866020280877972004795134353952268703516265983670216530323042339052983667219114091980364971139553120381799582631229411971983829184788031285551560389403163828763219298264192118242514991975907539895407792567704189527627128655426652868565591963708477913388052500467756231607526008078606805008368207914964532086463326540918176825545414917413844812710224739801285861780149779619431261576020611
16247134491064234627853312410009494004601825076914840126217656751033756539403905193219297746095912538647291970802546125961976745914022080676309117284664304742717998998841225226293629371566108312949289168825314813935116556143113207518765018006864898604698134684148609082450052700901009221135370611866139010449393160445391250325158485563188853640920688995501122252430093303423150698589975212349283529042443878627538169940447458606973027967815997501253247168828093625183071570933068876401373933660956275987543373512903339532082236288388031114896937959566068978732638881928691472193505151904358397665244636603010773448831,58213611826810825443329261039100310242795247369077644372897890093400984674003,3420394929348714345979051092545847831135400729828226815014697555853526401187051301886935041161114754181422448901432497150572153275419546525622964357862105552172733834153943622382351533623792088427987741640223416176321454341955684337524903997423389677133038388011665096997820861583177884189374226563786501517103570553726313141690388608868721553156585461242442091226277266535596479978698763723971091005939926653863710126300485877098933060133706270622132772114456535211089018448127402708559217212555366834586943670845385186332396482876548844253831764570307026198560377247968203474698210130043029592012762487153035842145
21335749764528799760622012332331066986453996715311528077684087434026236481135710257324377909343988103844254840814642872426474974251760213371468562709341237054216955802648908774908723671227434111870713512412461277967113879093930046584510569768932491848575936277965149643819453841257156979885835233064021412638417123542007522590372669763017197769360673005866005161672636334655722933210711996003411039950074539894351988056525708572726551164049562605624239557740262708372896749576955502902314955999263280326548189496715389233125291543539055334864179389926668026000923735718722941106179471276464710138292202115385366160757,76446160737412186608970664469403096095895834086789203227732905693824099498023,10237113152416309188631068435885393750691171437001210798229262784345012125489687188635003453726444824920927269362774125462142145233189889770741226635676330820313537485480238547334727483427215215278342036355923685380783807420011714106803773770853387536536773521894907721514430899036778498047212342575853901143960519707603006451238393683952698331058912828597023228732035159276138002545744599923788688369335378449524467780181941381224842455309313935181210710109750146417921641475321265976850706439219260121077180701761527573387235328042748654600576824041088650989112320336248436427731353553818652745491390918075018838285
18426157345494006912028157737975934426308129902863788527330803604103224593539320719085113602440360073835899986208344521795583705354184651899880079632352507486586874245253549343640125301499469103694955523355537768208155039334282631794874964602384853714924374101659492545597711515289716496451652977078209755859756321576497487903107555636775057359676485477088541136412940756716567233570370764081430171964523319862525633612791160339980354252215849254336389866359603990290392865385343516305427555829339838227000213254758187655991706448847799196970918174619090139780932999901199563233734296441552915157422335572956310554199,66021068008040178354101144268787976049277894464328966409862791097854039496163,11571324916772997680716367952824213805413629767001736049982543174099618417141056469833164229633267416728533767548000285328941894902146535739940101717108019515177851474066381835744694383392643033823823676242348174011160576939021826977605584309564842864652757284510085386812994641809159027866954618617036448607429233535194679063906616802060092644371284415497872728088557911501959376368027638679447640440401729324011321923767967487760562708349151144966809495389420849703435378402438412777320596263687334401623599009370443518650290870057358498746012948653701801419919126666754858234943220369048006966957270963989842786323
17730747102638566584906127143214181172674719633694058707286064138372757625255181579455197500329268508305399789295697681551380210470215440923346150820476515030814732246417778538382231878221753908113645935371890495223392671746571539532908590053853772307778833132722591420312843725216822831710266681767686011752223746810692916062206140798222394945248989635133426643831965795793945028577928336224689131819106402174482106494309733504603567200885428122846141146308483200172072247892459080971997332485436107583949611819863757105127537959324920666924529135522106501879098393911988205304241137971314268213066289866085752253153,63529407588768106577534809057281189250588539516162042925073567605342465806343,1648579139117575674932303689367087442312655544248061512271441018449603111293247014104634820713250630057957553410715956119547835035670263519589432936857964721745939731576868053664496118652236971049234807164965138726997132969392685028928100139158258473469421031689282434920223612386601362108375841454304804830262696546493590068925014833044557128123928467601261623081832516902694568866263058870905596038686198227229429062288229669062004455314345358418890710894176897420781922500763650202930481132181679753015632603626734877862496912710284885193158478352578287845598849459235069983422778165998074393174133203199223435591
18689188046880469198184078483987861182656607637408951000725068375344783580484818197630676930016841440081227007990065011273508240654150647709536884852375270346842244006616389270813670880651604249982651627611585046452622994161425598406169404802857861041704493157883054124434847299250232532512095898394116679101357618916907386404964192807749467950148223225097373070664758100449282341669693398278336766748020342438389145691111394564604272973497680855290069510285701677797476396226040585783349505205940314724899560148111992953702497740566537794777386258069846130078977219066925007792779110204803309774787509728296624806561,66963509098650140374511010769978745455412976141212746842664946427978259812163,10334195080531498761101445958259546449744333055801714381184202989888388718282774261235354210495652489169489969051356144102049406208224189275787763513412757220965177810573639676872340877314653976391168350433931939975143958198648706439806093514859173833413079091929767979343782923026518488222773281900743989794103226180734272360510294117844625777223400896026910623565059145168710140010770798713092842658907236565859971179447856828613460130054280393177297120024973885927719009662612349894064114072712230004596093005157374275993534040300565125262888138635999644869984880640707985584525377797241171288748901412280751519747
