p,q,g
6064376023579970497342313870294424838993719311950113748367597055094743659966590718781863489062105451876175400090361705244552586830597326021726626527926355016052096977232193210013914917385742985172064122292633528251228997143607038047585222391549576403754813912202335091044280063440073159202298538044510547407192058858818214370750376923737911109897391492049715253349828595806368099595855751980670094542299134382631911360278623877041967769914855952111629083555308351852935426381740650552758691296818254411665237691223410840636299104863310724187075907366498233753614869635276967429032524806177839864804704409565686095185,33058413864125778960707540435910427960393548853955796012593101353174865614373,1828346463020595106349965241219868238636283376598644783015837920248039812287012447767768649320324580557358663518764584968242474085194557247951189702057836994058521890531643989500160903537076191089739523798211845099110454944172624393876028771296664999152165577241469734240531972011808747163228817151832502337160029837822127241356705976062775982399142790354318647702782889506353902633536261089033231489336740175326664132315257910611391374305780135833875760210991785535911909522935668939051357741472527985502481557428507443020213967034941993015388851013196516531910724612601337494873194876939493886408896230017256430681
4742886126740022748431840836503273620746979612119332615188575484659138564269714479415138822119939042898254838539140389888409129139584370056700349756207607663147706075174447366003744063364056122877885339430895667807828525944395985929237602503016738023725515358043111635915995682718649990788566891281044122134131833790371908458449022464661078729835164188581778190045108309790502034625057838590109463458353921944456368118424959510683510919561691775566120867820985662560730643000012034855820287026167477578582473936770057791168718374057459621673306834865446771858222854584799181443521715650866768239403888862130033466345,27036871360085021957246913663079100177281640646064495566923059967594556182671,3792557945889904380051030285506516851272672900570936590263044074994856517313025386452627355351075625254991989606041740956253588382812451590852622605788622625017363372555392685849713495467900265701851911267557368422226655765096218685166411048942980871450978397788325865581592068545709206849029434990528366160127740891956331111138118957721576246675464619742216848099426614765691786626835875179532221133703011371345988176337420927782498535252025244638086001891449118430875101128696634988918327513846509207743402104314233072513086616422916601830498669725278391728101763856333523477045613106017684808748093337369517847996
419381745161711877306530246123534999991077193993171063753144696884881803311679668700074504197887129225095339340464200372671513309246739472208449916756196026602042849794242066352495407309730852359975156279822403860346367583703161316739312209045353258541885396979632817215098130336129865313695333269755598947820621210446196414461352356519428874820965699832012641249361836997632744548102739578160008384028491696300355771511715204737991287864827559174387540078607495976646513501879783451929322316336319649949588302738932840429091179578995537445787016397710107688354979489357921110186791266993826356237839924701027442907,1694257280293572161378921368566548907669144295595999595559866533464929741407,375371967424960575293461187532535983778342578042797609624128145370772978403823249822075939159701369450471469430693498526240239700158051981944747808061323537820236223615546860584431834845958916875342950510859124075891999751343928745044137595067015073337403141026415421247589407446761748679488638139078540802820555871399972754279454718226635934209054321458973144777979082777066610382910326847469400117105748398582042848992298080793882492308356362799329828313723159756111846416381104804620104892953883603969087543095830113669031695144877836577496704315948437412154197417038932755361970885660926955112856846743031846305
3520540899722704946118185335798962529326536577708711804334071990038579430034886385994769736708384986182446491108816240794802655847062679265962488419503775387304775806982839295274728379358467540611311146352210241525442330379680977863131052681058361244412934784805446669898975574552500186610367512207417152230210082615151035044394255471411874149188502470518744968901422181576856252434332161793358428990556875831892879024249674484700726290619597452737005406284693021907368051264371645018766160533151679354018426813045386558147470787962541810457161205658001518852487345079738137472607372368976194294941044595957779773452,12926761903550650357691031241928074230965938304756192246932640961348394625873,309720836973015341419273799546743788890017037479027343344648394750777075673603323471580258392130480657160653720715999722942143055829680385008498496587967721655992726750934291035014264765419736865963704488444086626647356650161087777168138213695886247372817323328030484667661083362252214673984650801134277908093167688085797362355852649735731187883889539526218343537406959461715833039969678259699567836336370502275462033279419244592201147866156772574020653855047630719223719158056517018220414831837400171515928488879622475167400624145988255733716608071730290161623061420278127798155288180494822851446505585302843103564
8691128670202712564939388660331451492244758640017270910833494473007149247173866988151748257961172010737291458593095663968726871770344695031631642241763545968571761066070324885683310993702313720005385691273003751134715399125229933016320895652203411094155717840731102723829606797499330587117219058346558915857748484829776493415369261207149149780549698847408344884011039511341171327070435163502938398287088760058756493389272553234197841539843212012764247311222037953770056471212090875603428532448443767608771361821999299191820982030863578428542833733508620061630300583226287340438801031027738240723627283866774458450196,50589493505436134144094277062948421860303383995442609047656304493615937286627,3437823351340169302073698367971529477390382829169543408805991175910168829733012562003944199741188659150342517373400730505611032626343515179195367874647580361419215069678276750628222284580920778860659402511962006284713934748344605007160070666941689451369164739499854768145019493633679896896196157425357720834760950085398833894885028316744839258099882856099189101925995735566349702915822758859912665406926226787321028979039865087900510635206689774466423555481063609313763356650781469523007288707623605096067399121544549759064045890692198845829123330976693471499392489488759119559764991837563541605445742619910803087388
8772502197321735693642057519382140520881329633067257089616484689326704964861170765106421360293111888300982086132567416507172520086085935065995936819154176647955986680295161879163892302545640498824888218680896889978817181537379248136841480509600865858502828502102039797709852557898010599906811903167342875078016894047106840826808137892573910130382191950454015237302380332147378136073494687272424094571127408561382381538320172955971650149893144060947827308572965491090613263635901231419488312303705679264441945533607018134351560316319458273220716613329851817284329221162294034385482027380348790810576362900228441069989,35781312092933639751495514045459930049892327089657270787384508930145576260921,1408006620037054266880629451088143064019291260553969283017286999023541958343421124935665431396992901700387446706823571179416322510451941018486988802924849141440697015847607689060727867829188582600975148747389574972515807907838005594255437427899094151565999465758052928906833148824693793339725820773984025692201213699405789153057183890826922350362802401540110170378754963199344338587718746238794777088812970272643149411452360326267061764215990148801421686319779842430405638345586683140553862049707489498587412091646879026374829760419996815517616019062368697143495910116058015866376495569183809421366473836033352260028
15170504838254318948065914697115556862776962453380965195589644367521560374551514695650383346838373876438940922131082782976085294407727040692394193379198417017132433791431004480983831695112792602509754306556417690119392697275832069290747135411281647904245111352482127735675620896683781157372509034295116707329084167777735003749019464809614954378325554521077250946457220288140367725742558094788823210120380082890833685935045437654664698372601428740896446488814497160521725436247041896625066325481186909806074745353685085430795413194513481006388807079196275677993957534188760710916191717221215648097795223368968821957761,54779610769019816142388413711902003371832180954967688608873872763186780998693,6925302701823943819952839092686265695213215710432143586934512896821469421819128442969668106982876856502081462296345004635167069789188503994156987090282920418352659065799115072466538422351969734840020131603485990246302374792560219865497573636417468304121119495131086524583444088241493031503607915058207261396105112812898374233916240577898263347262732128851797694156887809934233471474139784187618190231231690479443240103942510893829101139427286598863925439455430367459875148368273226133143629640141898552356298418965837295864967267418935457549764351582733255636473305563341866653646226945519369555794436231192873053702
170614622714536155757943290297793064094098844582022578935641703791509413801605627094273679342730693296493731763229394934801564013446458477154870291328729216417203211985536154973252916197840618186883634703655331856755903443900475178634137578374477134159669719737122435748312452968182546144028518003898108459719189024155029899270691598402267013096750691863231476964482384760288204651070852838318067158983319246747604740150756188498545975169425209573419110852640677015938541973031125794377320407349722393372724304687948850084154287197054571056165278185294095576411340475476668522209276376037108591717184521790010008477,1165205058884154570617617375473771062261380264313456060984234876720190247613,56252011226742482772768214404307913141844594783060604382866620579332225365555247061528621585365132623894869446750213066749893276337455550206360152394657928183274010832579602999597075169117013547106618731766839678694848221131208615113317229254490941411073297511354190262169455099774429427256617266430704022579339203007619724361293441824337253905149140859938796074901736238173367519611809727666243540383822188073486552367253191296918222014546046370369180962881997614203125925479853720204425719587524691386580396494232500358268292117404593109442503930855326721517889703692308685133145835756204982724114060823801645704
8315391663053405854354822451428662020921493722033278739026609650086886231919774304718152812673568938434463371043785437714775826930762075092571830740794283123075671114593269807164606561573008863115987321141535221647056682986859565429170662225696513165666465121435305459120325247602137293745706025801842162322600742046672597194155671160053635711802233300298693387446049194022373345584247645371402617027548846736185735676886064116799449819391517351424831605273197627167156107030019624312081912660384820868189254079780784409867727441718781813563316951819873321311217631514038219457213598610699734584633974157999724731793,54760374105211344497066224105438056877318232667157645201082802007233733914319,4525128008562721003715056923646807246898729782369985286221210798941519876379635449612941409218613412878177722075020595317044827820023801781663668380869046943289662227845254457324440669393316856508435701258836272665097818470604739121487195090150785763107413272528624963345171200875270207015223677902228672775492333788985393418471532899229939943989550070804110413064252624164611288527939924239320198970596026646040040932603687002995531791495636187891010264683435787218579584231353913985435421459188687987165072375701805043792453212967738254915540072749272170160988245132151762367559782819843165977318013008166496915523
10080357067904945732259941194718930918230622844031311341383147319187604568136092276069909647463855804161244282087389729958270405545700035262163480242949300408321216338466613190085504046029622355493351633828749084095944347170447615122622600021220008048590056022258336090656877713772257024952145480638391871949888600240553970388834495932730279600986690000217059133209699299007088153119717907925890789244313826355871571813904851186168664335303650136443038841115906121357185937418220795078354686670229966351149657714242250046450024757561871388794379906417008589813947076032853928756614227198381796313518023799526204333603,55765259076883560598089821304025149160157218345031043140373341615764225060519,9380540953349395732881897213909908659910016048165528643311153319565120335785644668230508960883571238531583269363794100893303614889198145034758622264895726414840158659354283078342875289682534471303614995257742001106199002403351791506165353118212848353209361843912067896421656175369597699923895443078107037405506899275208490365162771750070081741579193069773257858506496739320312332053371038385857756575477220520376283394344708655156255830716909185121683410623932304466185254955016826610492158835823840384961675333757386808523620445749082219077918301588911123516930041455459734661098179009340359139675067339303876369655
11162845019328508226314319301706238556430119914022251273770600805118037003445038639245661918902877698634769791708755611559389754663579308505624217786916210009240349980420587978084864902825506872337878787624894559518916906701401822576174740962116471334489724242752238168670088301940536214629190041378337243070005746389506134979453548105533783779725207707420015718921284643189228043437853403573250696166352082850889653926040598791759245146458152611096884952285060886861609449868842004978630777168180231847994522349515541973628127779353007758514660657357164495447146322099213784908596748879696418930197998348465506569919,54969161238261797849645006964072308607624354445800551202663310538429748020479,4843296034035676363633876484998341310108667733943332515760313722272204753830465705487909186424944670321938045382533283717823272227393477057735895970163373145827110223799533368321770126364968484782953121645970346231752037012201568941214156640938675401899693133575174333141261356676127493300347944582289591945083726143121258096406314703157725679082295191697484455077691642350245421103644875933921157024354699352122164090860563963977361764078831265642911154407564684520247911666525267183652886604499670256642870308184482545379231699370299917776477259397911882149837876647675520698426559631818158226893823095598374205651
6957806912146259279965564925512412990088537521895942564701596842852816576122620360593762064574508554711074230812391916499391958606276015059756555727448068071200859181646180082991210201305614986644254571994347098245271832242895876757097148223080448123218083065364709023013057276999594729855729704418192546897034405071838005421239238889794435264485896853136178039827468286764030558161684813529398662108554557455912961030305921806983323737473791392916097069977783742525735982675700384230754114343970036239809887462232785805882558657091470332947078211998366553389246415434003788483207498994347910599230785471201480909715,43424793917311777908161518795082458874524216343990187885167778706829922608561,4975989579631902237345134897486702874417545157726120907956685227492899073387874499460333742276526132204472667060922065829343052106806458099632589415181316859358475910382343415486174085610924796492522144627451745772183375830569364399986968370200072066216049445071050324292305482334943731258337873172311230873434800713715409880499044651619737070166201988756014403432737132596213095202618765547099664326714294897590914917690232715606869424648339297210662825465674689805956175390668570590130146028644309885393499968591400909968542572734900464231283012448035386989116161342849121640588770324334329422659763070647637508269
4778841112857716338812202275659047735413323719487725476420179107512261087822111935281023630710011528575042823344381159256415842247042141750557035226077576394722937804132837488211697131343434432508649044853841279309193990243930693902911510412144039583607051828673912878556601983462166082975053933659251209170980753941748134257015738141434599587780320451399097001155324203154095358468908803482166857356365914780770693563520166184322014966866974061547452499397520086614249130906750453663596150913773198714997063154720339426497817223623057921039638188495194348756714649191642187708453773699311490407564510556834892833448,29127727547491939685992011439590877583264342711067764973617114080710266023931,4027744138305099003883592176592982469293433520895359339296667014060413595484582004968567539006462350956339970283206584261651222070507672166152632968457983019348921764463184000757833965487088755834979826024213969698309537374839850453727266081783518518716297041443753148245097294857737647098427757737464624294833665485221784066334499454829858280424096565456590526699191222062440374328320819362035460787452941956413198228199204802705279987947242922754110949953379185368586901207616708542324477340854660762408692818319995875691896112478356330735644862518835106993285375185620446851751623719077998529826986210915525063376
12102324981964278001313073757544986089241886910577982625758555180346537967557816356454299733547652581605425458293960565453227408221687773745772650220187261952839292645437076648280703738999389469828492846998274345589166462752315329704795979791169548357056692504809172663032162109608847462117153246356736393458935835021989401687745892499540216739988386786076777311715952188093883354217880601552879754751989305967989257975032231212129339234776820196000699093382197400679008710816435565711799259883932698081382552312052547559624960358150724593534300592406424548939634431413807662455089625996717113019739033598068960793905,46482018148870728213830158122273242636165644305789061968012661396440770256371,2063800456955263058722176073731587226429081297966794030761142887307474334780730955138129196551617427925719679451696985765420262438335885666460624599586628480617875790313960053136522550247870933632704975444596588535454160565589417745508902212948176738724440437839075215065589199692346586272304465748193977152784160851500119442131571134960210556199715397889507749602524422621819584488939404586401177680876254531659102978146563015793919239223623230686095789515923278307557683919535230757276567981076829467620783371483639581811474669771597992559511080014662319479650799804302061945435511633355093484534219777197161354366
4648534045406782953024350968928702791046547247742272773963337365823089110219904037815826305669138951806188145014303529895011765847982138525012543851197332160673693048888191780298244457015406913871056564551588071715817377364463554038281321259510877447680796737382675516859848501102156556608352270111992383178729249252437608143213776148316874449747255629901578648388816894775137367601080652223569603576508502625263556060942355491194229543557078536110357441622449741042038645688871977783310873925804192489292963912622328458499697901169462188676595149111771638756217672020229135956949810042237348113588797548033150968928,21966985576655211406250417858710724104814622144554458568651365657912034085349,1147318433641551976005665594319692000291047385471971054014342369965074662472847048638663419234230809464978028719418033052150611704831220004893620259019721662500189654215455258164264172609408249475041403281645976155430057434198064186923151304080877643559753101286615708348785277846460492103215526104344982440688928646180144419197364564518837115361874205335254616826951704796512374323243043953931362552725522014823691068197539204785051672099284758575213829585822271321367562808772578635088569094049377488697643481779909494783826924069662120066899900850958863086891444494778597461040670140546952103102850486483732775680
5592556666454633097762041988892723117773225636067631984764844254971054482874165861176594250143378026501221765316465554436587649531781731513803137213614761659539361278671408996883022647600923876582085846441924388830803340540053691081347741764515863939669436380845432848919266532381507734056054771596263111671299698297364545195513127461346809049595091151615257305359605560114105864320009004104544451144796047444661704678693645357413156695611180679086305649152636130197270981785190924410364146947265827171429430147867701589285259023051240825407968917655024010488134985041859569718075729848731722846882599238788548732631,34464029718337793335819081484201712868377991375402933131387522847792371202013,1463788228346949051843381589535675739000028335108325888854748710600844852016443437748449130366988815314620408801609216759946655544554680198655729899573389576519890922346715564477726304943863554092684577940462600790861856948651435153916710031184217755892486514156001971125698333868177651179964685872211380435862438100556349580436312421163673392416875293526547619398527377379454986503842688735677174968901014874992692063976541235009089439382928565571948053702275820803220486852710485642082910282885800473833783022139434305487547896216647141055925666405668367180620622394432382171223398613060149880187103010767033144322
1157556207000589412225765316871755999815929594379144332054989197105410349189831082476584153475075562657341186678907793891501193254176941035183613286790172134045346624794865461092543762516869711334065187141954869287342702613920852189904824491011805317703619976859612511925502918604279035394684798897571630139147665722474519793203801609723201760603417887569773729158709087938526330939125515906052514162086407723064366487418925684907456061156517322824880070090630318540237834397270246685210035773331584888290626430744023606143714945099801372891326743611153002710884284102713099675214746729760656906319676390621305247899,8065369054680148661895816535582162625373116608259784441805160102334708354301,411976914271827791141291295225325450586355737165840424286198201178194092064433706376859438568065417524057345507792011806697873565756965914864491779266463717840160226305288108438181225357701839977094238234458800239876165275715296320792089784904770596796512627010993614077263120978495009347705909645411607978027747237040416672170168494979660184131607333750373330856872955992356972439716603526504980577504594947848309890766986871347205531978331102833703060578372524549310997890769523236971456501518377222752074099133719150408277742113351602126953683200363265531608102381094896519256252642472345200536306811787193611614
3580343588631983948039094310788107506569253810291570056624850427443980636032879421617986752593367756768915047960622049795121679823157589323362357849554760683371363517818190764450209005132740248022535505727384641079145857316713449890239436344346408665517157914973862859465744554812041885763088857862979694544392262320873745698981991441965001255343733906728551904828172868238710067025186307076939982952537835147142236063418492200083336439331886481632165630333195241696561367762250266042363787849701293546524531241006263552468983600897720729581032266040285422566741655143547527902765408062143434519468437439858422183235,14848632035341506472753822432614367727436605483860192478056242702796235734189,1855855966449051228266040605320088816202799525865573945336288714293568759293407125029941565627224875922708849559939817203601049134457386733389342336943413810779841544237795561037649755017432261694160142359425186735146666971727840053917115975075878277475176615379664841273630814550440856576900859960201472402460633156079875276843685507016355648279389203434394336340861042713718251985246927372864523869612910805084969426277115849147632542970953393158866760433488473693618322652736875194245174511293184906844365311645789563682236005375799399671440684041780870033650348312088218556210831855510030993672485239589631770609
7171404816379480382287752594814423056330737538269150742447902916829402949529194629819941566290377534151962312356458461633613319774834204250608424266238434688173990209071442480517105361472339880693701348700537579966555970374285497301225148547620454460519856842948562466284594390302673839111640350366897102507104701161769904564528687801098910650836172822445479921459477541156731199294508146858859048731116691584626589278040558104631838431973719941263502313151399119933885072808973004723816706360235793488995657125507799084909750691424167582276303253843228643308502516397340674838973671029944619788806550530229383970779,31029915082175623045028478631441078848374395059857400035629958864184511293403,2598074327293193819951720813806176805683772247831219985454021597087615357230095684269867925208711645617343917726149626180018337011840375772482387327591282945348412070701886768526195101395111281771301845399373950289900744551369598535952246007801145653958266067158609421248599338618844692598442791946447752863893045363527509991229808963665742132264817997701899026498293876942973607865011331202964509687853881431640657171862075859727361471531278163147575976338467750779669422585045610136373606370357120373351160535783290755246937980146196748311823657217074301333388744165555871305076703341743813128547167354251004177305
10120034113513440396913005440646742869420151376234390882529523419920290032489063143494780743282914273307757698526594764473292636249306192745608620341484476008583489236722830040015488302104179223467018457567691069993452440773856741468102636713627801877301251888847929262135641067991442045742712166771451638127485689350538617179615320642277321860442720109259321689150922425272994705504949469348116794951774980010051133070317151581998216061839541460199253053324914415052612701948682847775511764794714431923428295737215966053344044025181641489361898242763084252648721991862700593323490540573969185609150461472446558739992,43383027722428300239286375311500837493793356655748230770163838949406099221601,8680148860053935728157171034190512232557394790779909113491636412067665127724743302677007498229146417210381405879832110017832410705607533360034629579906752753984174886537849758348138376031555456629616841002767067722011355781079547457174650782114418934571390882979006581782583321399495962067571129854727915061864669924484096940748972499311567985197369699492983462991673734002667767921510513263791678894948098665523686590315522455272610983739127161466023330156752350186943385694346394260607264670846657770753298049012401117609917142466943039150358894037417716278327450791968205441963677364037582586215845967005017158496
2748435340863495276973356695920882640437503606099876137462644900446930491795658596810380488351616005304787152444113030578037375213622912995390385321679317975183837398403415115432239918426836057772319447581347433043342265146515829775367776694939912774637488269655504714955842582402976245598342792668835963309409364126295845632566625473127207114818823659934415980967172724147693755455243004098356356489417312937398936855559872389380945441785039128696606037727059816556756846059176785038183237841625424211651308468841580257013878228808093343749619677256989310323805982244063475839761760692478896601507835549149202251405,13667660367380786458997081124688186459756246391062168871993187218245845360323,1012722951644445449318048913974010199928017642291635729934126110102272949174675513648331421085915577699032077865127395013393159765399300868187209648256566186631684768617069580388962215281730243753272438033091742835252079176274049427251244547318085836452319142576695183212610092524417491245859674032898259250683133720613038777992827974783064609114755599160974116100475519976595545960153938665777738062007824515187834652030356260562214874099780103014287348941456079826865253298514169347198383677505195728420912116445035835684604677163878422509312185845357382652326170638781721316424016867298932194657708829989141040291
