p,q,g
19831061783487414196583253552925308369204475442796601264492782894974655883045044105678611948864526205608274667468891463972231616236981538012662364824710161580243856050304791659346798741597144126580339045391847280185691424401971398735975105589166532029581771689655805691571529103196660285288576841857226310775244758734867157789108563577111569884393219423077220796750480508638723952342271614338379665333333738952417437171275882173629772134104406693197480428360277031696866290249062344391564994211350328406155419093354865563511260111205648903278835176298962998303718518944652855481268265342076250701580659047233583448867,71054851759389854249882484012687675460526836381811003841534791520355067652037,9412835591031044106403648225454620167096958319226308682516639137916657213458572549472420645616417288741609803301573372603054627163927162238215971783945250150983244236155861030401080686975583898991378173706566780337986240204231657079801743075171041483162790632099227323402155731789186488339283863010671021592284537744184460117022630395167461615924780651539511532640468071206373065512022847881047461614669079900563779873616174783925344830846449151304800590870244706558018386434118552755003137194954639833255387239573964298469492071974720878412876590027141852967750455920807177366803554063917933724309026634432478790527
27891897762857128490985417758447864620353374471349147964403240550440741179486402722488295292594057478430775642976822026619104712963619923976785519531947390128881895343341319536724619246565584548507958905893877718568428911735036474388377615872551364250465881497227372101220109655085873445009492446593225522700084885978042395510532343430280004096922704536409803478373649434812105219550390377226034461476823139331593989468288210428841673322708419170051527635313759078702125680510414763372745733038101447241058976931375420736459304382776744836293554542269384054030995841328301648977977604351000959707451532200590821394163,99936891048268896245624777115395282750455973610276780338896964203145803901713,26679991640960474337357798769156331396185754399512232540271874695338269259746157815293419492995882321177736938413072892600047840815811531682931223917412322608850558630106319509292200884492233554601000352048730193490350279282790565947624668238581782512757663433546744537225886847178657623905144997617517873550036007990146112364934803456517061694818321319947430731489761934637489619008437465614365974444366660827110778879470318154024637817786500771863740956965227382727230431752357525569390348317956066200647075033616017058343916560397932418143630874764614924424027102966312485964367919380984058588694800710164473198357
30787322637992655318747305917769645501555180460506096207607246599686575549606499225560278373774843292008233737320543657917932630634135906161433731340862960706158080080834353170086198381333937929920590999576758473534424742240627401297685277898101668407847952439344970749779869776805897036218387501931956233028531878863072823487015190077305352501184398059525673819758554596900273844987965767715082116894397098432719766227492216421069717620534081620780326875975025058713763861620997447780222578297798171709839489689748627316926205753662999811799441108473803292106271180649729722744311835269548434102860297219044506022049,55155610677704585169720691760222406785517097812365549548124337805826660873531,28294223957977745924718499537145584800431396750625704602807957200569263364037448043198081567612918522330790818395152309587655394792036722056829274895156420470778880486225317222951786251215525268468021709991001071044972997015083368438271950522349340672589262791006041964200739723438625510548967062977823277134176313267857590320595799589887496787696902565295072308518295756002923416131119126523450867469829853986242683366140683109931019723451813256925433271333882177588797432150017996340661302642915589825595780398022417549691534271236104916052490283041184250942377069493630389556822792040350571411582155627542532090655
17591001044983577833064925154060314635734252736892676359718807157637847779074380526164895844234860872234696835063023287747079899135900111577963200420570575094690638841372751021752351122184360886018513320875075551242556049589861937418321897082852713386957148627687257360662035709274603701324271715921305826544115902883905008566810221527173617884368065322693882811118256521900718875227014675433744850940028499599516370623011277757309398329192612063400818423286310961647677215923126720366636434849363049044299284999277545039330835792435981061107683656415736213673160476970604582950702105330745907273806685860248084553849,15757174088774042556258468003643407948539384746013895355760983664136230516141,12654331779624509478190591680148318678825175676079543755295112473117675414005582221392891894880963640876551553130629986682525102893714087445914227919757383869987400757186414392120308787181675068878471662206316777706896892029884168179220581110074730349756661990105536446229286926091929456506048959347360601739653217316535738113431912011469358348244800004525237700487908349665733977043067475027680212512068157839330378686000054855659865685087603473923512728239948521449763819494547517937719956340736066532565717425862081563609023472022411485241223300478974394438459142484243466596940505752485334896289877071473851200059
31408285258388204050552100110077018785750269626979842744993723087003471978727250604927297269946668135823181585616592595860456571768950170703025451237913291582307993923152491735506317554195221957119251405849292723161247726701309900804546187888122969682815103508021392926786671268057886274231026550846745536183525834432587573518885237550820745518352887126539682119070072895350165561479999826565834548075804772694333969747246571403648171105748300662478323252913182702894461317740078168588712613122280778603999238638876816056260026519512282020904805844961935342815055883093211179990117972693557531045007894824892573850331,112536135352554147885802962200353008066148053052252534536908379428870744303779,2350541271377924029067698540686593598571199940552799815477797567748045842226268966873623153483945377257542391014540538483277622266347632123705612517630154084908045248579339143432436735206952343098061104797534575066785171292941216635594347521060349943600481245801206360141947070460949691273264773580557477825239872835467241364213535358881289856917354345158530803111151523722187949271760049406816232849389317711053234703947936482772688626017310705554110504202783092055958461347508637515090373722885194193182467269299885076212926907321341138427234782835717881082272245183653619298202753757489983023328884109364032082606
18259932210905669553808833147797272282250979489140938847534100719120790490629996976035622899369643169498353385356752411553138196020511818856767182904659632763445821903164190029102445614379060190828980552950971461120374695181685696619727419060014269856275037798594181759908257160145520343479372460475626523297740822210751947494376282109057325944262129471673871058147199814562097366234374984098260549617733598734914711453475004895280353852396495370917461302423624990704400742842460320255302803085927716852747708094080400906186401616063818633683909554024671065960892402260298702313419423066607267458824131553217804750049,65425482031564949852036201954051270695329919944154425308958801841422339750227,1966235660779033647198035293168986884635550386219416305242381969675714861838123331200350038083828259229565391924378646547269134860268891883270661863423120616310107062842091513432704868424589105967177351650567759569422249727036596027692077842146398233318449715694432013067745527059432612194365899486011255505792221993654795964551197947401087026020533017777247563043136868788930976127961084119577453250956199337993982004311043220013823477187196889083050323911620064951240256440286746910698174018034854800456245500127501557730491846034153766036763380381830510074848147280037615871888808677241716822300974585278938202631
24050375391060992285373377521039488169993286812448047324959800128693130086452446377860586697123219409496707502347880892181056624229698955179686004078778307395906471381723070374527314581968586874351364876500553179764428158022067632158741256732589547540736482162839974877696683855423439455035699658729867244482501401508003110395371488233090623476164497513477437053116276495711337075343224008652234291716577398679936686559507728870391584236723773711583408863419838013623173501751514341635468564784239988021795880117253136362510830468954641182387863261338463133736637665135763936677428107973458494438911274485915162723837,86172685901894091797345364113175358970124214194664958200943486014252057522039,17070524208466714935173648064770008986022917280226230882422665852471153807554016103823873053350839276495447084382351027699459392204871809792330254858536898555230916140023402139181160372697544483279943825722036007370422109732417276039407679122336741102603632685262819895956986657200643978989111611162140630878654019639117330964052672064768958177817459400125712584335798094405793519965473964069024488583864879459026822995121190582660075155281892189637253905833047094647288444471449824317940153519195512230437687295884609642817486693887602334754599577331795001723563265569340579100878437652629631480097289767499688477800
23898954501194535963254851890178302469455968236578208540579417753652416225449023158630230226154153657992652097842818594355105521509312650046605581655523403055742804375612738124876285012208366719547405551813318001515992353838292450334869061953858391796742589503122742317688456976749675305842118069836998938849029798525261741083623811384896148084065125455089058645732793325149451417021941796608483504825561717793534534377551665936991259669195415197522901178760087491884838424731655328375963757134127079666436534237389456665621195764183694100791029949607018597407002043706727799482855539488993216331777348907919297022927,42815071825875600485455350107679443496083955154302151406400868396958903292949,13738458782299791166124677386917207529021961368159662220397427245450551881073569852338775848442716004958510577110271934573658101235939877700300502233838895019746697379943471879665533434924732732444861726425028021550901194470543453060255149419173466941891860894488008355514359771032995346674701071324499103936584142559150343252260249779002205466577053472351529484318984853001291202044201233109212860260317930301962546919070243153525719270237234269389683693319309025638003452912800608139002657227454641592983247232087905403313929359329089904354156688713786668038913242414873588086094839500362308179972192944464767560302
20240467175604221273911295190137919838607804498453840799290265983753847803355895246888980743172691048235248197714703280246214278019571134681220340394758108440666732534771116514070146729317939696321273161482980416250737584712251198676170793893632773047275927368023728867439198722435554512992893894128168211596662088463891459025768369533639184156769879487092458601400556702641061476852725138208465801811785384536631446902963733350191768592705572464154020938607306927439532229594545779594629228583126136368802701628390032981635726636625321948336230736500147661881819531130329227633488476720233960721234176125272504610069,9065219316073609648375385224871951420878901917813196450712171710023663380677,2511540266769727897224208111836230846682328770496495797025103509332856290957317439726689146653268177134386503901076297490677293687117389992633170898721397168776481818170007589130529957300266280286047292547188053796370036358910177842159374012890188920690917632941451070887617414122609265609758583705506788661906051279880622505287469869067839318978642028417878483918421237828740801465134102535332931879878158265611513448698700307486885026886528714001347516340468910024983281394374124412679866768928094933082614947397898465666833595956077977133131048574276641559537136789357863217822025086032090181223542161193759423010
30442157811133088514857241789597891282868928343851903604184449971935709210697834982448878241516366905922428529211977724359018402067173631191745092495563014075531858643985773302482646678358607975077918161149749091863303199155183264393628140267865636183464510887493619327844236403425967522442072516041619896461010016718875550708899920388467845162395541181309237888231678841231223886243800710359578136578560511351508030238170625610072402114729684408571636196106366467307538786763135078437056733777680588861386864074770278813615132114698687558253839945144343077163076457430987055672444144883997916797898928317343874888559,109074493041371867145868410765957179907354118251668198968379040905777639829317,7530879185140610280924180286060426061635043805076746164824281617060877150774844916870819942369929821598298099537804592644201876447338290895388786313243608516813563336112295631765884536531313682251162757151010799990926970281727611448134868099227735162901363406329362551987380258291312900494286322684300060347068370187405718243871317853877784442998888726638009003688958207789780319379295330339851861134925331590979330645044171542318152619796480651793621502733465146304589676419265837563832048133797565572663425136711336010440103018957077469675027005976064351558184561343710924448451942844816294994969738871840951839619
18150393786804506151078493009386968037491470546422225811420324228733409576299193383385214250522631387486746824871901517797524819884613195564319806960475329065777073201134593834408259920475456728705524487072104297142562689562217461456456715926895684541325417103785738318591774832426787662525566287683626222582714148164647024962826616932146075560272525367931749349729586785680144002830704002326513324044907606822854272649473966145854536379964975226505918251876478511352007351469878729176793146971889599458841945037929004004225286989675256810597224918777166483080837852704321855096549152818150318475381083003800041700179,32516502494329575382649856162921974803738140730066482043893179769012719362229,14165927712550338490918239328105805583996884327003699081920611197243150982273967904446982014960373363497787325493974109826254910723407159617619651893322864709328138964819532382106353430239012708588428423876770751395764391351836265863307347610932950795060199790453120701841411739647099309730326158828846487631158073132838096373964632143247468766306102901793430653267558077752372233974327576672624190227685162041267119479605624320136403074259416091073854308270349045746863980566228442017788403978411707786139122267913241854801732867091776007976208076700715167384629007561097850960328505925545203676366680588957123206733
26665565591924329554774724310568593449277653340510605823675139938870880131454492262565770123488106327682674372143824723167803008057050202798138187702703581473354729452632939380479016598340475181511073901328063314831290214360069709411926644258902063986273478965723636659702633558927937021796231331107794869406828892374321528887043088471251662960475455621946156929760280421263476632264381072834217895308533072154222888461709163434400165600354437049435772020075365733500371203868592261571984216641058439415557126191197038020831306692419153314338314126131346033171019372660336655101877496608603232073277480630907945907109,95542933147035570714224046049764127830131978206357516911485460012680574581761,278021099265115037392605198831692288069807337765449250369374675040969819204614976030622753513814514990219974114642915732832196894036594580592519219993716662038213199134794561346577594095115457220297974339224057428671328471771720674128003949635976317725847311107930152965843025344200837767788263470947213890934898730249594967872197540723610173696693186303988576914282593741108193612493242173842219799998305043709157834720889597813649482465757360186250728699276641375299605089897761808992190385669482568841411598281635499718314338686770149769374839338122087139462058601430737842656739466438445925893257280554745511345
27591933770830063852849323276655869648377747680711864550721332027783705918885681824375075909809142718347810660834859180988935001289553393780853704857185375934637118295325215473143169196999541401492119235104922541485852276075848185490295229501514158318427650380425972796506218630509048982672646930662471369775263328595577978461264469601240521776518615257938445242059267681329677203015514803648925048038422691842489858232935451019310999362444700894949754857929298840179593892326855837133912273019321321732690599721737840598467000530203592421070877969572642429964430250613544182368681438740893436175353204583984477843443,24715529421043180086493569955342777522815352727977943445061392609211029399227,8761211434393312030701164713429454928647880007673025451605373250117590233049441575235310142696439128405489563741321985226602393442454147695865568316828650658148769597753164150989995320431737615861976681313468232512911854174550709886488666377222403515701114624052221691823768402278738679566200746292510854241481833087378394451334278685833704764660767413910051419181546271842197018379380594983190381205635739769313350885117348353972488764782600298644813280875021088479729526122808957054190789859422068751134151644522272727519043163919059715048608751639481304804130507738354495617421790630911176491469608842552235970420
27366930444290859690458069897635531073069589473464651708069547662761769783604431481480560330662236055328949500281786268266302533529996593673575358048793702023500737571384039073022966540514102763312523921173185402206541071891681134545461249915455567945062269525359478653217275835145099444788700509630960656237547336418547458584538908074377336308767607541593980731980238831980099277239776981422365270791604151051211099033623913181029171073284999603293716038075633440502792828633017405781267314325501779713682340947714349295427649814149474508577478140624477456559700664755186644653811282320025483992697385330992988368819,12256991122430576927876157688219022789528858397879179035484074885145159878603,7307309524951027435962279770041244992602856955518808029845148025691698993453480125409318551970607708342152377278790194399922135628976050026074561461499307375953268087398970536336070405419713835798247825658765166915986739403060171110714944479523764816522544399493064764171544976941887189706195142899210261935730699531907602115716809873271985171572634587736693932878755866610390870195285968683626062154988012397740919415157896165209466602817014597428980475833207610307540610197381108563811561232182077062110194635599219428193387006070179505022988243102100957278709508594518422084270713277249836681560067829161403846906
23102150157552409335208486387463608188394166373962628696363766033121005290777756907005992906831708112732157113767022360215089898716677280051089194236727863983451105550980856184219929393264547282954576785167746434068271202343134569796088958138158741769895837863253383523740835459530206393758771590517977844271584349222246852251973137015949233188425561673706495959489802921726732263018182290135013743340374006350449369792823170678174866450418281210946180626988566762249895877188881025555777696048474136182151687210322114272109780659645744684746878868833255554230647980401037786953973793468774753774433388903577285684271,41387593682323247935203722199983535478540148831346971105015536856885458932143,21065639172273874553116964546574927959536480468214569138620499354718778878440885075416978686487301337788444315137413530753010701148363448719325226145335367174888590388321530140332936901663451030241196081953026812184955584623514326377435624841739042393751267153088778391250890345532246324763849374989310639660240772676744574255973425450016982824188706369526834327039544437402947932045198123517923189608258426585146359922422033649957852727062352733509027476858322399809839339717918831994327235436564994902784283264852553448794468567029169193937858940275551772448966471329443176761373729621669806860203829182988667655416
25096775214945676605428994983101545000143219512690935603869366776743680654670842340123769515795009417037304370868787845395134002656818778884817882675889290999685059371152505963129783043667759052772683521096333601404315730373499412131010790182874108049571638337692411946199661249211694135594615724885685970440604872098545540945274570570292201338123213191912800562595784259007980839118788973733120563172202049992511167172533272386698702153629210892325068507415130329235313441131718740960183561303600073996225662041830955813516357460226355367853794574691058160553693384288546612014473778996217034848409308806579471754407,22480486193905390452040203028413453259296789925295592085712420975673178162069,21517781378599084045955033824420832297909008584556367315501224555155299123460935940176298478012371701743029076811521043717008869213848029782049172017053837199799251784259920516391500527888768765903342207439625768092604802747827158497028547491107086450970758117178900154332833719073876310035884370316612157553678011709255132151584357678809723980032750132378108273577316920969314277786289752686451221482105912220090932507472174686113746030068143724109995244726445472693479619193666158969945068554443394982455636203976118584163016412251611460779703857395108642322604644775003997650092533251702386434917473915179152069614
32037507092809058631679171957931586670265818686237705849333942013155027026891053605973918578774235728505643990880691655328287026609704589237667319917792332377137685493201108675205599524812629987464917937225476659344442416034947559151968195631594995551258061179182286640589056287961148435050583189812494913483627649139235174971253725865181582279882479440938746399961752015359349568343919392982764939168061090649979274464272824779891491975428985473240552336940632826916253393603628577541634876741445548777089814619791968140418575886382264778253350124629132147199354504152438671909050496004040713359912903401298283330433,114790642179101020333353500281696003410252016662439587727217363816813177265143,28911330484153092497970682874494342678413716580501897019378933075233588576442108781363996646396687700637223544819076534610912079048817170447474820608508445894949142932234821337031913938179023493140408216852657040233785278953196637574780594709677588286176850595591534168607186022546383171009655960790622884202426644313572129321716111992820173063916698407525624244323647441814652513590085350962522274718318825174405775062405577590094698721974330647031714405026798341411839253168381655050744412530923161281019221123301664661727683887639154924246355929613763450048322753639982259563836950054192138699794315308748975686191
26315555739951451293150005581859325862544108661188036819968793634214533190502732302508702722315981417669647128338059441589667843785021018840416419265161978333372378397247536687452085634855062125712515781164377208372756071509075354777111945407042286401984989603779700209448328372354686605067615754640297131812712840799125535741093591718615471533317154120615638838191814679995000261340626291182955348866896564563321809151491038413750943545266709652220426168761180038511114405169558784585545442378196161432169082410972683455565272107750802658712311735164504718161372311479111288936582609405102590757648741314833958039503,94288845069564747221511754951801038975125157255974937471545568328868017073443,23549675792374376061510950107745860013372589104857697581135852684373831812355475687991916046637458731038481141002865616425886330264365736085491013108103826288190203030508455636829204857402861429793974901011465146306563367443171387476330819282249600061912092808942617258967353626083211191730818369431618833399710766823589490172482195151076135295814759316472419764797382646267939161595461529386154893497900572102698986778511608854674787174190484524488090596932118033527896938022735400809907999572131835520179021993073725415549305559685783344847397920136653148035102863914271650071181138049573515435563568023533070718466
30740979169178499860813001020231586681063564531040443523387726609861759522249146995390402434056001205553525256287585976089080398508222643366752491132634439757021158791181415982668597994687795349496169350164888882564751013525028934894680548518053648237506263647265434531033345858718608458684131869070662130276249059115810146196973848945155291560898159507189654926266418644908730431238979013047590298950697014304485938311599582111846679150202315536758549573585126735499368690505950788828995822231106751443356510016965079280954174728644900690949128287931496337934126331426739773849281495069611131870697024437351266400661,110145172338843268587464002705489848480588735619946346169430976420654745279987,2123213857152794538412332602396864159316658446392270988054753261752566544635516419455389479171081274425536005658832341508803293957115804187244638281083475187694401333006560152415922730665209202555556958745650606906039299089098635248407219562578268819900749065182402663243179935239582799900082874201549995679755189516135608226241764726044105914642011464743807176804384600768124814046327573824603779496002996330419919626282344890052763737341734096422232717845332919807855514928223161174289762023550088337351581053542109601581152364359773636323115242253805351097803076607504603045932333194265545109823254602379125602300
24782050723858638150399235744072779178226025072560331366820843597546394711223092779900380184531681156287563318701864240213113436663359277049275452711636137677570161574637911071540664247621254113299493940918270484490736564470437078685328039694700339487868468450005601803246852915509463618629056567653471504256181668069046255876767491178186948158068402058045934037806136125142524956722722135435979869077246237775674600281376044966812001812786396647803173633195826305133790179168654033152409570963151363267906430324978017062616551004160097096427963160916038195002009265140505798710469738179122360450456951285307231033463,44397142213123424548178545974347672274479103830533020003581052258634346091451,13433394037099730244130884817281483030206574852332551731441122241297720876416543743625414021461917973702978152159693760953448776953828922049370380327473891997374038591380029237267986851652608171246726405609188225692246802439701044138370552160929807734051679593076478248892653294263876073312634766580319697685680699907148176695593601859947769570359234448934592175627872766398624379125228104409542696500521792871645317490485891977606984839481681655206157770520160732501391484214255782200178588570269614572210174328042191323007257180870248685571474116588682263305067831044743281888378822469783928453687733338495098175755
17132353766952976229102313656952311942997959257085004305195881111590943936902208641853915457221625910893394436415087270861640322763486415243905684011521324564224157901619883876044429077012476141965017216473191923332363016929780291228720056909421105026812122926279656353378063363807450720654957586469646562979543446606817347458437098852361998496213779942422288618072436795444618493229953133094064088970786524024265835413374592590161820523726668642549145556967331857454046774308634476403973246747907593182764008758140678202491952761926983784475320858540302102913979679557165796507906182123849733040087937469030870704691,15346339879464990322927388243186607443278968976870340956525995113959321914181,9929025432708532205085928994296903647224927393179649232643568676979050789606789181783042747764254089150699536376838089405986760037894812879784226925231291458062365259424853995709539321535892879786040244929112456352930783485074465825087701337720380693198782879594373816928542684140582323451332962537772088674685236050410365821506358152500517792644761622446837825566148792635213387686689907071596137528799805308039549804599452448804729948274458442208829215061681888678096545071647228886840180717508447835024728733756368923720063287994298754144165947372129605324383395962901737738093880362097455554171438163812899637338
